NOMBRE;FECHAREGISTRO;DECLARACION;TIPO;PERIODO;EMPLEADOR;SECTOR;BENEFACTOR;DESTINATARIO;DESCRIPCION;OBSERVACIONES
Martínez Seijo,María Luz;03/08/2023;Declaración inicial;DONACION;;;;Ninguno;;;
Martínez Seijo,María Luz;03/08/2023;Declaración inicial;FUNDACIONES;;;;;Ayuda en Acción;La establecida estatutariamente, o por los órganos de dirección de la organización, fundación o asociación, conforme a la condición de afiliado, como cargo de la organización, o por la condición de socio o fundador;
Martínez Seijo,María Luz;03/08/2023;Declaración inicial;FUNDACIONES;;;;;Sindicato STEs;La establecida estatutariamente, o por los órganos de dirección de la organización, fundación o asociación, conforme a la condición de afiliado, como cargo de la organización, o por la condición de socio o fundador;
Martínez Seijo,María Luz;03/08/2023;Declaración inicial;FUNDACIONES;;;;;Ateneo Palencia;La establecida estatutariamente, o por los órganos de dirección de la organización, fundación o asociación, conforme a la condición de afiliado, como cargo de la organización, o por la condición de socio o fundador;
Martínez Seijo,María Luz;03/08/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;La cuota de afiliado/a establecida en los estatutos del PSOE por ser afiliado/a del PSOE, y la aportación como cargo público establecida en los estatutos y reglamentos del PSOE por tener la condición de cargo público del PSOE;
Martínez Seijo,María Luz;03/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;Ninguno
Matos Castro,Sergio Carlos;07/08/2023;Declaración inicial;ACTIVIDAD;2015-2019;AYUNTAMIENTO DE SANTA CRUZ DE LA PALMA.;PÚBLICO;;;ALCALDE;
Matos Castro,Sergio Carlos;07/08/2023;Declaración inicial;ACTIVIDAD;2019 (ABRIL-NOVIEMBRE);SENADO;PÚBLICO;;;SENADO;
Matos Castro,Sergio Carlos;07/08/2023;Declaración inicial;ACTIVIDAD;2020-2021;PSOE;PÚBLICO;;;ADJUNTO ORGANIZCIÓN REGIONAL.;
Matos Castro,Sergio Carlos;07/08/2023;Declaración inicial;ACTIVIDAD;2021-2023;GOBIERNO DE CANARIAS;PÚBLICO;;;COORDIANADOR ACCIÓN SOCIAL DE LA OFICIN DE AATENCIÓN PERSONAS AFECTADAS POR EL VOLCÁN;
Matos Castro,Sergio Carlos;07/08/2023;Declaración inicial;ACTIVIDAD;2023;CABILDO DE LA PALMA;PÚBLICO;;;CONSEJERO LIBERADO AL 80%;
Matos Castro,Sergio Carlos;07/08/2023;Declaración inicial;DONACION;;;;FAMILIARES Y AMIGOS;;DE POCO VALOR Y EXCLUSIVAMENTE EN EL ÁMBITO FAMILIAR Y SOCIAL;
Matos Castro,Sergio Carlos;07/08/2023;Declaración inicial;FUNDACIONES;;;;;AMNISTÍA INTERNACIONAL;CUOTA MENSUAL;
Matos Castro,Sergio Carlos;07/08/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;LA CUOTA DE AFILIADO ESTABLECIDA POR LOS ESTATUTOS DEL PSOE POR SER AFILIADO, Y LA APORTACIÓN COMO CARGO PÚBLICO ESTABLECIDA EN LOS ESTATUTOS Y REGLAMENTOS DEL PSOE POR TENER ESTA CONDICIÓN.;
Matos Castro,Sergio Carlos;07/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;
Matute García de Jalón,Oskar;14/08/2023;Declaración inicial;ACTIVIDAD;2016-2023;CONGRESO DE LOS DIPUTADOS;PUBLICO;;;DIPUTADO;
Matute García de Jalón,Oskar;14/08/2023;Declaración inicial;DONACION;;;;;;NINGUNO;
Matute García de Jalón,Oskar;14/08/2023;Declaración inicial;FUNDACIONES;;;;;FUNDACION VIENTO SUR;SUSCRIPTOR Y CUOTA SOCIO ANUAL;
Matute García de Jalón,Oskar;14/08/2023;Declaración inicial;FUNDACIONES;;;;;ALTERNATIBA ERAIKITZEN;AFILIADO CON CUOTA TRIMESTRAL;
Matute García de Jalón,Oskar;14/08/2023;Declaración inicial;FUNDACIONES;;;;;EUSKAL HERRIA BILDU;AFILIADO CON CUOTA TRIMESTRAL;
Mayoral de Lamo,Alberto;19/12/2023;Declaración inicial;ACTIVIDAD;HASTA 1 /2019;JUNTA DE ANDALUCIA;PÚBLICO;;;COORDINADOR DEL INSTITUTO ANDALUZ DE LA JUVENTUD EN CÓRDOBA;
Mayoral de Lamo,Alberto;19/12/2023;Declaración inicial;ACTIVIDAD;DE 1/2019 HASTA 12/19;CORDOBA CLUB DE FÚTBOL;PRIVADO;;;DIRECTOR DE RELACIONES INSTITUCIONALES;
Mayoral de Lamo,Alberto;19/12/2023;Declaración inicial;ACTIVIDAD;1/20 HASTA 9/21;AUTÓNOMO;PRIVADO;;;SERVICIOS A ENTIDADES DEPORTIVAS PROFESIONALES;
Mayoral de Lamo,Alberto;19/12/2023;Declaración inicial;ACTIVIDAD;9/21 HASTA LA ACTUALIDAD;CONGRESO DE LOS DIPUTADOS;PÚBLICO;;;COORDINADOR SECRETARÍA GENERAL DE LA SECRETARÍA GENERAL Y ASISTENTE DEL GRUPO PARLAMENTARIO SOCIALISTA;
Mayoral de Lamo,Alberto;19/12/2023;Declaración inicial;DONACION;;;;NINGUNO;;;
Mayoral de Lamo,Alberto;19/12/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;CUOTAS MARCADAS POR LOS ESTATUTOS DEL MISMO;
Mayoral de Lamo,Alberto;19/12/2023;Declaración inicial;OBSERVACIONES;;;;;;;NINGUNO
Mayoral Pérez,Jesús;19/12/2023;Declaración inicial;ACTIVIDAD;17/06/2015--15/12/2023;Alcalde;Administración Local;;;Alcalde de Casarrubios del Monte;
Mayoral Pérez,Jesús;19/12/2023;Declaración inicial;DONACION;;;;Ninguno;;;
Mayoral Pérez,Jesús;19/12/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;Cuota anual afiliado;
Mayoral Pérez,Jesús;19/12/2023;Declaración inicial;OBSERVACIONES;;;;;;;Ninguno
Mejías Sánchez,Carina;16/08/2023;Declaración inicial;ACTIVIDAD;2018 -2023;ACTIVIDAD DE CONSULTORIA EMPRESARIAL;;;;Desarrollo de proyectos empresariales en temas de incidencia pública, relación institucional y asuntos públicos.;
Mejías Sánchez,Carina;16/08/2023;Declaración inicial;DONACION;;;;;;ninguno;
Melgarejo Moreno,Joaquín;09/08/2023;Declaración inicial;ACTIVIDAD;Agosto de 2018 -Agosto de 2023;Universidad de Alicante;Docencia e Investigación;;;Catedrático de Universidad. Docencia e investigación;
Melgarejo Moreno,Joaquín;09/08/2023;Declaración inicial;DONACION;;;;;;Regalos de escasa cuantía familiar y de amigos;
Melgarejo Moreno,Joaquín;09/08/2023;Declaración inicial;FUNDACIONES;;;;;Ninguno;;
Mellado Sierra,Valle;19/10/2023;Modificación de la declaración de intereses económicos;ACTIVIDAD;2018-2023;Ayuntamiento de Tarragona;Público;;;Directora de emprendimiento;
Mellado Sierra,Valle;08/08/2023;Declaración inicial;ACTIVIDAD;2018-2023;Ayuntamiento de Tarragona;Público;;;Retribución;
Mellado Sierra,Valle;08/08/2023;Declaración inicial;DONACION;;;;Ninguno;;;
Mellado Sierra,Valle;19/10/2023;Modificación de la declaración de intereses económicos;DONACION;;;;Ninguno;;;
Mellado Sierra,Valle;08/08/2023;Declaración inicial;FUNDACIONES;;;;;PSC;Cuota afiliación;
Mellado Sierra,Valle;19/10/2023;Modificación de la declaración de intereses económicos;FUNDACIONES;;;;;PSC;Cuota afiliación;
Mellado Sierra,Valle;19/10/2023;Modificación de la declaración de intereses económicos;OBSERVACIONES;;;;;;;Ninguno
Mellado Sierra,Valle;08/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;Ninguno
Méndez Monasterio,Lourdes;09/08/2023;Declaración inicial;ACTIVIDAD;21/05/2019 ACTUALIDAD;CONGRESO DE LOS DIPUTADOS;;;;DIPUTADA NACIONAL;
Méndez Monasterio,Lourdes;09/08/2023;Declaración inicial;DONACION;;;;;;NINUNO DE ESPECIAL SIGNIFICACIÓN CONSIDERACIÓN O VALOR. SOLO LOS PROPIOS DE LA RELACION FAMILIAR SOCIAL O AMISTOSA, SIN ALCANCDE MATERIAL O ECONOMICO SIGNIFICATIVO O RELEVANTE;
Méndez Monasterio,Lourdes;09/08/2023;Declaración inicial;FUNDACIONES;;;;;;VOLUNTARIADO Y PEQUEÑAS APORTACIONES A ENTIDADES BENÉFICAS, DE AYUDA SOCIAL Y DE PROMOCIÓN CULTURAL O EDUCATIVA;
Méndez Monasterio,Lourdes;09/08/2023;Declaración inicial;FUNDACIONES;;;;;VOX;CUOTA DE AFILIADA;
Mercadal Baquero,Pepe;09/08/2023;Declaración inicial;ACTIVIDAD;2019-2023;PARLAMENTO EUROPEO;INSTITUCIONES UNIÓN EUROPEA;;;ASISTENTE PARLAMENTARIO ACREDITADO, ADSCRITO AL GRUPO DE SOCIALISTAS Y DEMÓCRATAS;
Mercadal Baquero,Pepe;09/08/2023;Declaración inicial;ACTIVIDAD;2019;LLORENTE Y CUENCA;CONSULTORÍA;;;CONSULTOR JUNIOR;
Mercadal Baquero,Pepe;09/08/2023;Declaración inicial;ACTIVIDAD;2018-2019;COMISIÓN EUROPEA;INSTITUCIONES UNIÓN EUROPEA;;;BECARIO;
Mercadal Baquero,Pepe;09/08/2023;Declaración inicial;ACTIVIDAD;2018;LLORENTE Y CUENCA;CONSULTORÍA;;;BECARIO;
Mercadal Baquero,Pepe;09/08/2023;Declaración inicial;DONACION;;;;NINGUNO;;;
Mercadal Baquero,Pepe;09/08/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;CUOTA ANUAL;
Mercadal Baquero,Pepe;09/08/2023;Declaración inicial;FUNDACIONES;;;;;JUVENTUDES SOCIALISTAS;CUOTA ANUAL;
Mercadal Baquero,Pepe;09/08/2023;Declaración inicial;FUNDACIONES;;;;;ASSOCIACIÓ CULTURAL I RECREATIVA DES MIGJORN GRAN;CUOTA ANUAL;
Mercadal Baquero,Pepe;09/08/2023;Declaración inicial;FUNDACIONES;;;;;C LUB DEPORTIVO ES MIGJORN;CUOTA MENSUAL;
Mercadal Baquero,Pepe;09/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;NINGUNO
Merino Martínez,Javier;03/08/2023;Declaración inicial;ACTIVIDAD;2011-2019;AYUNTAMIENTO DE LOGROÑO;PÚBLICO;;;CONCEJAL DE ALCALDÍA Y DEPORTE;
Merino Martínez,Javier;03/08/2023;Declaración inicial;ACTIVIDAD;2019;SEPE;PÚBLICO;;;PRESTACIÓN POR DESEMPLEO PARA EMPRENDIMIENTO;
Merino Martínez,Javier;03/08/2023;Declaración inicial;ACTIVIDAD;2019;TRABAJADOR POR CUENTA PROPIA;PRIVADO;;;ABOGADO Y CONSULTORIA ESTRATÉGICA;
Merino Martínez,Javier;03/08/2023;Declaración inicial;ACTIVIDAD;2019-2023;DIUTADO EN EL CONGRESO DE LOS DIPUTADOS;PÚBLICO;;;;
Merino Martínez,Javier;03/08/2023;Declaración inicial;FUNDACIONES;;;;;PARTIDO POPULAR;APORTACIÓN AFILIACIÓN;
Merino Martínez,Javier;03/08/2023;Declaración inicial;FUNDACIONES;;;;;IGLESIA CATÓLICA;APORTACIÓN;
Merino Martínez,Javier;03/08/2023;Declaración inicial;FUNDACIONES;;;;;ILUSTRE COLEGIO DE ABOGADOS DE LA RIOJA;CUOTA COLEGIAL;
Mesquida Mayans,Joan;07/08/2023;Declaración inicial;ACTIVIDAD;2013-2023;Mont Central SL;privado, turismo;;;director hotel y apoderado de la sociedad;
Mesquida Mayans,Joan;07/08/2023;Declaración inicial;DONACION;;;;familia y amigos;;de poco valor en el ámbito familiar y social;
Mesquida Mayans,Joan;07/08/2023;Declaración inicial;FUNDACIONES;;;;;PP Menorca;cuota afiliado;
Micó Micó,Àgueda;08/08/2023;Declaración inicial;ACTIVIDAD;AGOSTO 2018 AGOSTO 2023;BLOC NACIONALISTA VALENCIA;PARTIDO POLITICO;;;SECRETARIA GENERAL DEL BLOC Y MÉS COMPROMÍS;
Micó Micó,Àgueda;08/08/2023;Declaración inicial;ACTIVIDAD;AGOSTO 2018 AGOSTO 2023;UNIVERSITAT DE VALENCIA;PÚBLICO;;;PROFESORA ASOCIADA;
Micó Micó,Àgueda;08/08/2023;Declaración inicial;DONACION;;;;;;REGALOS DE ESCASA CUANTÍA EN EL ÁMBITO FAMILIARY DE AMISTAD;
Micó Micó,Àgueda;08/08/2023;Declaración inicial;FUNDACIONES;;;;;MÉS COMPROMIS;CUOTA AFILIADO;
Micó Micó,Àgueda;08/08/2023;Declaración inicial;FUNDACIONES;;;;;CRUZ ROJA;DONATIVO ANUAL;
Micó Micó,Àgueda;08/08/2023;Declaración inicial;FUNDACIONES;;;;;FUNDACIÓN SANT JORDI;DONATIVO ANUAL;
Micó Micó,Àgueda;08/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;NINGUNO
Mínguez García,Montse;03/08/2023;Declaración inicial;ACTIVIDAD;DESDE 2019 HASTA LA ACTUALIDAD;PARLAMENTARIA;PUBLICO;;;DIPUTADA POR LLEIDA;
Mínguez García,Montse;03/08/2023;Declaración inicial;ACTIVIDAD;2003-2019;AYUNTAMIENTO LLEIDA;PUBLICO;;;CONCEJ AL. RETRIBUCIONES OFICIALES;
Mínguez García,Montse;03/08/2023;Declaración inicial;DONACION;;;;NINGUNO;;;
Mínguez García,Montse;03/08/2023;Declaración inicial;FUNDACIONES;;;;;PSC;LA CUOTA DE AFILIADA ESTABLECIDA EN LOS ESTATUTOS DEL PSC Y LA APORTACION COMO CARGO PUBLICO ESTABLECIDA EN LOS ESTATUTOS Y REGLAMENTOS DEL PSC POR T ENER LA CONDICION DE CARGO PUBLICO PSC;
Mínguez García,Montse;03/08/2023;Declaración inicial;FUNDACIONES;;;;;FUNDACION CHAMPAGNAT;FINALIDADES EDUCATIVAS;
Mínguez García,Montse;03/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;NINGUNO
Miñones Conde,José;14/08/2023;Declaración inicial;ACTIVIDAD;marzo 2023 -en el cargo;MINISTERIO DE SANIDAD;ADM. PÚBLICAS;;;MINISTRO DE SANIDAD;
Miñones Conde,José;14/08/2023;Declaración inicial;ACTIVIDAD;marzo 2021 -marzo 2023;DELEGACIÓN DEL GOBIERNO EN GALICIA - MINISTERIO DE POLÍTICA TERRITORIAL;ADM. PÚBLICAS;;;DELEGADO DEL GOBIERNO EN GALICIA;
Miñones Conde,José;14/08/2023;Declaración inicial;ACTIVIDAD;mayo 2015-marzo 2021;AYUNTAMIENTO DE AMES;ADM. PÚBLICAS;;;ALCALDE;
Miñones Conde,José;14/08/2023;Declaración inicial;DONACION;;;;NINGUNO;;NINGUNO;
Miñones Conde,José;14/08/2023;Declaración inicial;FUNDACIONES;;;;;PARTIDO SOCIALISTA OBRERO ESPAÑOL;CUOTAS ORDINARIAS Y DONACIONES VOLUNTARIAS;
Miñones Conde,José;14/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;NINGUNO
Molina León,Ainhoa;26/02/2025;Declaración inicial;ACTIVIDAD;Julio de 2023-Septiembre 2024;Gobierno de Canarias;Público;;;Directora General de Formación Profesional y Enseñanzas en Régimen Especial en el Gobierno de Canarias durante un periodo de poco más de un año;
Molina León,Ainhoa;26/02/2025;Declaración inicial;ACTIVIDAD;2020-2023;Tienda de deportes TDC sport-Atmósfera Sport;Privado;;;Dependienta en tienda de deportes;
Molina León,Ainhoa;26/02/2025;Declaración inicial;ACTIVIDAD;Septiembree 2022- Julio 2023;Monitora en Acogida Temprana en CEIP Tigaday;Público;;;Cuidado y enseñanza de menores entre 3 y 11 años en Colegio Público con AMPA;
Moneo Díez,María Sandra;09/08/2023;Declaración inicial;ACTIVIDAD;2015-ACTUALIDAD;CONGRESO DE LOS DIPUTADOS;PUBLICO;;;DIPUTADA.;
Moneo Díez,María Sandra;09/08/2023;Declaración inicial;DONACION;;;;;;Regalos de escasa cuantía en el ámbito familiar y social.;
Moneo Díez,María Sandra;09/08/2023;Declaración inicial;FUNDACIONES;;;;;FUNDACION ALADINA;CONTRIBUCIÓN MENSUAL A LA FUNDACIÓN.;
Moneo Díez,María Sandra;09/08/2023;Declaración inicial;FUNDACIONES;;;;;FUNDACIÓN GARRIGOU;CONTRIBUCIÓN MENSUAL A LA FUNDACIÓN.;
Moneo Díez,María Sandra;09/08/2023;Declaración inicial;FUNDACIONES;;;;;PARTIDO POPULAR;CUOTA DE AFILIADO.;
Moneo Díez,María Sandra;09/08/2023;Declaración inicial;FUNDACIONES;;;;;PARTIDO POPULAR;APORTACIONES.;
Montávez Aguillaume,Vicente;19/09/2024;Declaración inicial;ACTIVIDAD;2018-2021;Ministerio de Asuntos Exteriores;Público;;;Asesor Gabinete del Ministro;
Montávez Aguillaume,Vicente;19/09/2024;Declaración inicial;ACTIVIDAD;2021-2023;Ministerio de Política Territorial;Público;;;Asesor Gabinete Secretario de Estado;
Montávez Aguillaume,Vicente;19/09/2024;Declaración inicial;ACTIVIDAD;2023-2024;Ministerio de Transición Ecológica y Reto Demográfico;Público;;;Asesor Gabinete Ministra;
Montávez Aguillaume,Vicente;19/09/2024;Declaración inicial;ACTIVIDAD;2020-2024;Instituto de Ciencias Políticas y Sociales;Público;;;Profesor máster;
Montávez Aguillaume,Vicente;19/09/2024;Declaración inicial;ACTIVIDAD;2022-2024;Instituto Nacional de Administración Pública;Público;;;Profesor;
Montávez Aguillaume,Vicente;19/09/2024;Declaración inicial;ACTIVIDAD;2019-2020;Secretario del curso ""Quo Vadis Europa"" de la Universidad Menéndez Pelayo;Público;;;Secretario del curso;
Montávez Aguillaume,Vicente;19/09/2024;Declaración inicial;DONACION;;;;Ninguno;;;
Montávez Aguillaume,Vicente;19/09/2024;Declaración inicial;FUNDACIONES;;;;;PSOE;Cuota de afiliado;
Montávez Aguillaume,Vicente;19/09/2024;Declaración inicial;FUNDACIONES;;;;;UGT;Cuoto de afiliado;
Montávez Aguillaume,Vicente;19/09/2024;Declaración inicial;FUNDACIONES;;;;;Fundación Apsuria;Cuota de socio;
Montávez Aguillaume,Vicente;19/09/2024;Declaración inicial;OBSERVACIONES;;;;;;;Ninguno
Montero Cuadrado,María Jesús;16/08/2023;Declaración inicial;ACTIVIDAD;2018-2019;Gobierno de España;Público;;;Ministra de Hacienda;
Montero Cuadrado,María Jesús;16/08/2023;Declaración inicial;ACTIVIDAD;2020-2021;Gobierno de España;Público;;;Ministra de Hacienda y Portavoz;
Montero Cuadrado,María Jesús;16/08/2023;Declaración inicial;ACTIVIDAD;2021-actualidad;Gobierno de España;Público;;;Ministra de Hacienda y Función Pública;
Montero Cuadrado,María Jesús;16/08/2023;Declaración inicial;ACTIVIDAD;2022-actualidad;Partido Socialista Obrero Español;Partido Político;;;Vicesecretaria General;
Montero Cuadrado,María Jesús;16/08/2023;Declaración inicial;DONACION;;;;;;NINGUNO;
Montero Cuadrado,María Jesús;16/08/2023;Declaración inicial;FUNDACIONES;;;;;Partido Socialista Obrero Español;Donación voluntaria;
Montero Cuadrado,María Jesús;16/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;"PATRONA DE LA FUNDACION PABLO IGLESIAS (SIN REMUNERACION)
VOCAL PATRONA DE LA FUNDACION SISTEMA (SIN REMUNERACION)"
Montesinos de Miguel,Macarena;09/08/2023;Declaración inicial;ACTIVIDAD;FEBRERO-MAYO 2019;BREDA CONSUL TORIA JURIDICQ EMPRESARIAL SL;PRIVADO CONSULTORIA;;;DIRECTORA DE RECURSOS HUMANOS;
Montesinos de Miguel,Macarena;09/08/2023;Declaración inicial;ACTIVIDAD;MAYO 2019 A LA ACTUALIDAD;CONGRESO DE LOS DIPUTADOS;PÚBLICO;;;DIPUTADA;
Montesinos de Miguel,Macarena;09/08/2023;Declaración inicial;DONACION;;;;;;REGALOS DE ESCASA CUANTIA EN EL ÁMBITO FAMILIAR Y DE AMISTAD;
Montesinos de Miguel,Macarena;09/08/2023;Declaración inicial;FUNDACIONES;;;;;PARTIDO POPULAR;CUOTA DE AFILIADA;
Montesinos de Miguel,Macarena;09/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;
Moraleja Gómez,Tristana María;09/08/2023;Declaración inicial;ACTIVIDAD;MAYO 2015 A MAYO 2021;AYUNTAMIENTO DE OLEIROS;;;;CONCEJAL;
Moraleja Gómez,Tristana María;09/08/2023;Declaración inicial;ACTIVIDAD;NOV 2011 A 2023 (excepto XI);CONGRESO DE LOS DIPUTADOS;;;;DIPUTADA;
Moraleja Gómez,Tristana María;09/08/2023;Declaración inicial;ACTIVIDAD;ENERO A JULIO 2016;XUNTA DE GALICIA;;;;FUNCIONARIA (GRUPO A);
Moraleja Gómez,Tristana María;09/08/2023;Declaración inicial;DONACION;;;;NINGUNA;;;
Moraleja Gómez,Tristana María;09/08/2023;Declaración inicial;FUNDACIONES;;;;;ACNUR;CUOTA MENSUAL;
Moraleja Gómez,Tristana María;09/08/2023;Declaración inicial;FUNDACIONES;;;;;PARTIDO POPULAR;CUOTA MENSUAL;
Morales Álvarez,Álvaro;18/10/2023;Modificación de la declaración de intereses económicos;ACTIVIDAD;2019-2023;AYUNTAMIENTO DE BRIVIESCA;ADMINISTRACIÓN PÚBLICA;;;CARGO ELECTO. ALCALDIA;
Morales Álvarez,Álvaro;03/08/2023;Declaración inicial;ACTIVIDAD;2019-2023;AYUNTAMIENTO DE BRIVIESCA;ADMINISTRACIÓN PÚBLICA;;;CARGO ELECTO. ALCALDIA;
Morales Álvarez,Álvaro;03/08/2023;Declaración inicial;ACTIVIDAD;2019-2023;CONSORCIO PROVINCIAL DE TRATAMIENTO DE RESIDUOS DE LA PROVINCIA DE BURGOS;ADMINISTRACIÓN PÚBLICA;;;CONSEJERO;
Morales Álvarez,Álvaro;18/10/2023;Modificación de la declaración de intereses económicos;ACTIVIDAD;2019-2023;CONSORCIO PROVINCIAL DE TRATAMIENTO DE RESIDUOS DE LA PROVINCIA DE BURGOS;ADMINISTRACIÓN PÚBLICA;;;CONSEJERO;
Morales Álvarez,Álvaro;18/10/2023;Modificación de la declaración de intereses económicos;ACTIVIDAD;2018-2019;ALIMENTACIÓN LA FLORIDA, S.L.;COMERCIO;;;EMPLEADO;
Morales Álvarez,Álvaro;18/10/2023;Modificación de la declaración de intereses económicos;DONACION;;;;NINGUNO;;;
Morales Álvarez,Álvaro;18/10/2023;Modificación de la declaración de intereses económicos;FUNDACIONES;;;;;PSOE;La cuota de afiliado/a establecida en los estatutos del PSOE por ser afiliado/a del PSOE, y la aportación como cargo público establecida en los estatutos y reglamentos del PSOE por tener la condición de cargo público del PSOE.;
Morales Álvarez,Álvaro;03/08/2023;Declaración inicial;FUNDACIONES;;;;;NINGUNO;;
Morales Álvarez,Álvaro;03/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;NINGUNO
Morales Álvarez,Álvaro;18/10/2023;Modificación de la declaración de intereses económicos;OBSERVACIONES;;;;;;;NINGUNO
Morant Ripoll,Diana;14/08/2023;Declaración inicial;ACTIVIDAD;JUNIO 2015-JULIO 2021;AYUNTAMIENTO DE GANDIA;PÚBLICO;;;ALCALDESA;
Morant Ripoll,Diana;14/08/2023;Declaración inicial;ACTIVIDAD;JULIO 2021-ACTUALIDAD;ADMINISTRACIÓN GENERAL DEL ESTADO;PÚBLICO;;;MINISTRA DE CIENCIA E INNOVACIÓN;
Morant Ripoll,Diana;14/08/2023;Declaración inicial;DONACION;;;;;;NINGUNO;
Morant Ripoll,Diana;14/08/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;La cuota de afiliado/a establecida en los estatutos del PSOE por ser afiliado/a del PSOE, y la aportación como cargo público establecida en los estatutos y reglamentos del PSOE por tener la condición de cargo público del PSOE.;
Morant Ripoll,Diana;14/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;NINGUNO
Moreno Borrás,Cristina;11/07/2024;Declaración inicial;ACTIVIDAD;2015 2019 2023;AYUNTAMIENTO DE GANDIA;PUBLICO;;;ACTA DE CONCEJAL, LABORES DE OPOSICIÓN EN EL AYUNTAMIENTO DE GANDIA;
Moreno Borrás,Cristina;11/07/2024;Declaración inicial;ACTIVIDAD;2023 2024;GENERALITAT VALENCIANA;PUBLICO;;;SECRETARIA AUTONOMICA DE TURISMO REPRESENTANTE SECTOR PUBLICO PROMOCIOf\ DEL DESTINO COMUNITAT VALENCIANA;
Moreno Borrás,Cristina;11/07/2024;Declaración inicial;DONACION;;;;;;NADA RELEVANTE;
Moreno Borrás,Cristina;11/07/2024;Declaración inicial;FUNDACIONES;;;;;PARTIDO POPULAR;CUOTA AFILIADO;
Moreno Borrás,Cristina;11/07/2024;Declaración inicial;FUNDACIONES;;;;;COMEDOR SOCIAL BENEFICO;CUOTA;
Moreno Fernández,Mª Isabel;20/12/2023;Declaración inicial;ACTIVIDAD;2005-2019;Diputación Provincial;Público;;;Diputada en la Diputación provincial de Cádiz;
Moreno Fernández,Mª Isabel;20/12/2023;Declaración inicial;ACTIVIDAD;2019-2023;Diputación Provincial;Público;;;Asesora Técnica de la presidencia;
Moreno Fernández,Mª Isabel;20/12/2023;Declaración inicial;ACTIVIDAD;2023- hasta la actualidad;Profesora de Secundaria;Público;;;Profesora de Biología y Geología de Instituto;
Moreno Fernández,Mª Isabel;20/12/2023;Declaración inicial;ACTIVIDAD;2011 hasta la actualidad;Alcaldesa de El Gastor;Público;;;;
Moreno Fernández,Mª Isabel;20/12/2023;Declaración inicial;DONACION;;;;NINGUNO;;;
Moreno Fernández,Mª Isabel;20/12/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;CUOTA COMO AFILLIADA SEGÚN LOS ESTATUTOS;
Moreno Fernández,Mª Isabel;20/12/2023;Declaración inicial;OBSERVACIONES;;;;;;;NINGUNA
Moro Almaraz,María Jesús;08/08/2023;Declaración inicial;ACTIVIDAD;26/07/2016 5/03/2019;Diputada XII Legislatura.CONGRESO Profesora Titular en servicios especiales.;UNIVERSIDAD;;;Desde 20/11/2011 en servicios especiales como Desde 20/11/2011 en servicios especiales como funcionaria de USAL con percepción de trienios. *Participación como miembro de tribunal de tesis;
Moro Almaraz,María Jesús;08/08/2023;Declaración inicial;ACTIVIDAD;28/04/2019 24/09/2019;Diputada XIII Legislatura.CONGRESO Profesora Titular en servicios especiales.;UNIVERSIDAD;;;Desde 20/11/2011 hasta actualidad, ininterrumpidamente, en servicios especiales como funcionaria de USAL con percepción de trienios.;
Moro Almaraz,María Jesús;08/08/2023;Declaración inicial;ACTIVIDAD;10/11/2019 hasta 30/05/2023;Diputada XIV Legislatura. CONGRESO Profesora Titular en servicios;UNIVERSIDAD;;;Desde 20/11/2011 hasta actualidad, ininterrumpidamente, en servicios especiales como funcionaria de USAL con percepción de trienios.;
Moro Almaraz,María Jesús;08/08/2023;Declaración inicial;ACTIVIDAD;*2018-2023;Profesora Titular en servicios especiales. Universidad de Salamanca;UNIVERSIDAD;;;**En periodos electorales entre legislaturas, indemnización de transición del Congreso de los Diputados. Trienios por USAL;
Moro Almaraz,María Jesús;08/08/2023;Declaración inicial;DONACION;;;;Familia y amigos;;Regalos al uso en festividades (20-150€);
Moro Almaraz,María Jesús;08/08/2023;Declaración inicial;DONACION;;;;UIMP;;Alojamiento en hotel como ponente en cursos de verano (75-90€);
Moro Almaraz,María Jesús;08/08/2023;Declaración inicial;DONACION;;;;APM, JjpD, UPSJ,SISEJ, CNLAJ, CEP Escuela de verano MF;;Alojamiento en hotel como ponente en jornadas (75-100€) y/o comida (35-50 €);
Moro Almaraz,María Jesús;08/08/2023;Declaración inicial;DONACION;;;;Universidad de Santiago de Compostela;;Alojamiento en hotel como ponente en curso de verano (150€ aprox.), comidas (75 €) y kilometraje (Salamanca-Santiago).;
Moro Almaraz,María Jesús;08/08/2023;Declaración inicial;FUNDACIONES;;;;;CRUZ ROJA Y PLAN INTERNACIONAL;Cuotas mensuales de aportación a las ONGs;
