NOMBRE;FECHAREGISTRO;DECLARACION;TIPO;PERIODO;EMPLEADOR;SECTOR;BENEFACTOR;DESTINATARIO;DESCRIPCION;OBSERVACIONES
Abades Martínez,Cristina;08/08/2023;Declaración inicial;ACTIVIDAD;2018;AYUNTAMIENTO DE CERVO;PÚBLICO;;;FUNCIONARIA. LETRADA-ASESORA;
Abades Martínez,Cristina;08/08/2023;Declaración inicial;ACTIVIDAD;2018-2021;XUNTA DE GALICIA;PÚBLICO;;;JEFA TERRITORIAL EN LUGO DE LA CONSEJERÍA DE POLITICA SOCIAL;
Abades Martínez,Cristina;08/08/2023;Declaración inicial;ACTIVIDAD;2019-2023;AYUNTAMIENTO DE LUGO;PÚBLICO;;;CONCEJALA;
Abades Martínez,Cristina;08/08/2023;Declaración inicial;ACTIVIDAD;2021-2023;XUNTA DE GALICIA;PÚBLICO;;;JEFA DE ÁREA TÉCNICA EN LUGO DEL SERVICIO DE EMERGENCIAS;
Abades Martínez,Cristina;08/08/2023;Declaración inicial;DONACION;;;;;;REGALOS DE POCA ENTIDAD EN EL ÁMBITO SOCIAL Y FAMILIAR;
Abades Martínez,Cristina;08/08/2023;Declaración inicial;FUNDACIONES;;;;;CRUZ ROJA ESPAÑOLA;APORTACIÓN ANUAL;
Abades Martínez,Cristina;08/08/2023;Declaración inicial;FUNDACIONES;;;;;ASOCIACIÓN ESPAÑOLA CONTRA EL CÁNCER;APORTACIÓN ANUAL;
Abades Martínez,Cristina;08/08/2023;Declaración inicial;FUNDACIONES;;;;;PARTIDO POPULAR;APORTACIÓN MENSUAL;
Ábalos Meco,José Luis;07/08/2023;Declaración inicial;ACTIVIDAD;2009-2023;CONGRESO DE LOS DIPUTADOS;PÚBLICO;;;DIPUTADO;
Ábalos Meco,José Luis;07/08/2023;Declaración inicial;ACTIVIDAD;2018-2021;GOBIERNO DE ESPAÑA;PÚBLICO;;;MINISTRO;
Ábalos Meco,José Luis;07/08/2023;Declaración inicial;ACTIVIDAD;2023;LA FABRICA DE LA TELE;PRIVADO TV;;;COLABORADOR TERTULIAS;
Ábalos Meco,José Luis;07/08/2023;Declaración inicial;DONACION;;;;familiares y amigos;;De poco valor y exclusivamente en el ámbito familiar y social;
Ábalos Meco,José Luis;07/08/2023;Declaración inicial;FUNDACIONES;;;;;ACNUR;CUOTA MENSUAL;
Ábalos Meco,José Luis;07/08/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;CUOTAS Y APORTACIONES VOLUNTARIAS;
Abascal Conde,Santiago;16/08/2023;Declaración inicial;ACTIVIDAD;;;;;;Ninguna de las actividades desarrolladas por mi durante los cinco años anteriores a la obtención del mandato parlamentario podrá condicionar mi actividad política en tanto en cuanto ésta se desarrollará siempre al servicio del interés superior de España y de los españoles, con lealtad a la Constitución y al resto del ordenamiento jurídico vigente.;
Abascal Conde,Santiago;19/09/2023;Modificación de la declaración de intereses económicos;ACTIVIDAD;2018-2023;VOX;Público;;;Presidente;
Abascal Conde,Santiago;16/08/2023;Declaración inicial;ACTIVIDAD;;;;;;En cuanto a las actividades que me hayan proporcionado ingresos económicos, me remito a lo consignado en mis respectivas declaraciones de actividades y bienes formalizadas en el momento de acreditarme ante la Cámara, de conformidad con lo establecido en la Constitución y en el Reglamento, y que son de información pública a través de los procedimientos de difusión dependientes del Congreso de los Diputados.;
Abascal Conde,Santiago;19/09/2023;Modificación de la declaración de intereses económicos;ACTIVIDAD;2019-2023;Congreso de los Diputados;Público;;;Diputado;
Abascal Conde,Santiago;16/08/2023;Declaración inicial;DONACION;;;;;;Ninguno de especial consideración y valor, exclusivamente los obsequios propios de la relación familiar, amistosa o social sin alcance material o económico relevante. En los mismos términos señalados en el apartado anterior ninguno de éstos es susceptible de condicionar mi práctica parlamentaria por las razones anteriormente señaladas en aquél.;
Abascal Conde,Santiago;19/09/2023;Modificación de la declaración de intereses económicos;DONACION;;;;;;Ninguno de especial consideración y valor, exclusivamente los obsequios propios de la relación familiar, amistosa o social sin alcance material o económico relevante. Ninguno de éstos es susceptible de condicionar mi práctica parlamentaria.;
Abascal Conde,Santiago;16/08/2023;Declaración inicial;FUNDACIONES;;;;;;Pequeñas aportaciones y tareas de voluntariado a entidad benéficas, de ayuda social y promoción cultural y educativa;
Abascal Conde,Santiago;19/09/2023;Modificación de la declaración de intereses económicos;FUNDACIONES;;;;;;Pequeñas aportaciones y tareas de voluntariado a entidad benéficas, de ayuda social y promoción cultural y educativa;
Abascal Conde,Santiago;16/08/2023;Declaración inicial;FUNDACIONES;;;;;VOX;Cuota afiliado;
Abascal Conde,Santiago;16/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;Ninguno distinto de los consignados en la declaración de bienes formalizada por mí en el momento de mi acreditación ante la Cámara.
Abascal Conde,Santiago;19/09/2023;Modificación de la declaración de intereses económicos;OBSERVACIONES;;;;;;;Ninguno distinto de los consignados en la declaración de bienes formalizada por mí en el momento de mi acreditación ante la Cámara.
Acedo Reyes,Sofía;03/08/2023;Declaración inicial;ACTIVIDAD;2015-2023;SENADO;PÚBLICO;;;SENADORA;
Acedo Reyes,Sofía;03/08/2023;Declaración inicial;DONACION;;;;REGALOS DE POCA ENTIDAD EN EL ÁMBITO FAMILIAR Y SOCIAL;;;
Acedo Reyes,Sofía;03/08/2023;Declaración inicial;FUNDACIONES;;;;;PARTIDO POPULAR SEDE CENTRAL Y AUTONÓMICA;APORTACIÓN MENSUAL;
Acedo Reyes,Sofía;03/08/2023;Declaración inicial;FUNDACIONES;;;;;INTERMON OXFM-ONG;APORTACIÓN MENSUAL;
Acedo Reyes,Sofía;03/08/2023;Declaración inicial;FUNDACIONES;;;;;FUNDACIÓN UNICEF COMITÉ ESPAÑOL;APORTACIÓN MENSUAL;
Acedo Reyes,Sofía;03/08/2023;Declaración inicial;FUNDACIONES;;;;;ASEMED- ASOCIACIÓN ESPAÑOLA DE MEDIACIÓN;APORTACIÓN ANUAL;
Acedo Reyes,Sofía;03/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;COLEGIO PROFESIONAL DE ABOGADOS- MELILLA (APORTACIÓN MENSUAL)
Aceves Galindo,José Luis;03/08/2023;Declaración inicial;ACTIVIDAD;1991-2019;Junta de Castilla y León;Público;;;Funcionario de Carrera Cuerpo Ayudantes Facultativos. Escala de Agentes Medioambientales;
Aceves Galindo,José Luis;03/08/2023;Declaración inicial;ACTIVIDAD;2015-2019;Cortes de Castilla y León;Público;;;Procurador autonómico en las Cortes de Castilla y;
Aceves Galindo,José Luis;03/08/2023;Declaración inicial;DONACION;;;;Familia y amigos;;De poco valor y exclusivamente en el ámbito familiar y social.;
Aceves Galindo,José Luis;03/08/2023;Declaración inicial;FUNDACIONES;;;;;Cruz Roja;Cuota asociado Donación durante la pandemia;
Aceves Galindo,José Luis;03/08/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;Cuota militante Donaciones como cargo público;
Aceves Galindo,José Luis;03/08/2023;Declaración inicial;FUNDACIONES;;;;;UGT;Cuota militante;
Adrio Taracido,María;07/08/2023;Declaración inicial;ACTIVIDAD;1980-2021;;PRIVADO;;;ABOGADA POR CUENTA PROPIA (BAJA COMOEJERCIENTE EL 15/06/2021);
Adrio Taracido,María;07/08/2023;Declaración inicial;ACTIVIDAD;2019-2323;SENADO;CORTESGENERALES;;;SENADORA XIII Y XIV LEGISLATURA;
Adrio Taracido,María;07/08/2023;Declaración inicial;DONACION;;;;;;REGALOS DE POCA ENTIDAD EN EL ÁMBITO FAMILIAR Y SOCIAL;
Adrio Taracido,María;07/08/2023;Declaración inicial;FUNDACIONES;;;;;ATENEO DE PONTEVEDRA LICEO CASINO DE PONTEVEDRA;SOCIA DE ES TAS SOCIEDADES PAGANDO DOS CUOTAS AL AÑO DEL ATENEO, Y DEL CASINO CUOTAS MENSUALES;
Adrio Taracido,María;07/08/2023;Declaración inicial;FUNDACIONES;;;;;FUNDACIÓN MONTECASTROVE GOLF POIO (PONTEVEDRA);SOCIA DE ESTA FUNDACIÓN ABONANDO CUOTAS MENSUALES.;
Adrio Taracido,María;07/08/2023;Declaración inicial;FUNDACIONES;;;;;AMNISTÍA INTERNACIONAL;SOY SOCIA, ABONANDO CUOTA ANUAL;
Adrio Taracido,María;07/08/2023;Declaración inicial;FUNDACIONES;;;;;CRUZ ROJA ESPAÑOLA;SOCIA ABONANDO CUOTAS MENSUALES;
Adrio Taracido,María;07/08/2023;Declaración inicial;FUNDACIONES;;;;;ASOCIACIÓN CONTRA EL CÁNCER PONTEVEDRA;SOCIA ABONANDO CUOTAS MENSUALES;
Adrio Taracido,María;07/08/2023;Declaración inicial;FUNDACIONES;;;;;FUNDACIÓN S AVE THE CHILDREN, MÉDICOS DEL MUNDO ESPAÑA. MÉDICOS SIN FRONTERAS;SOCIA ABONANDO CUOTAS MENSUALES. SOY SOCIA SUPERNU MERARIA DEL CENTRO CULTURAL DE LOS EJÉRCITOS DEMADRID ABONANDO CUOTAS TRIMESTRALES.;
Adrio Taracido,María;07/08/2023;Declaración inicial;FUNDACIONES;;;;;CUOTA PSOE;La cuota de afiliado/a establecida en los estatutos del PSOE por ser afiliado/a del PSOE, y la aportación como cargo público establecida en los estatutos y reglamentos del PSOE por tener la condición de cargo público del PSOE.;
Agirretxea Urresti,Joseba Andoni;16/08/2023;Declaración inicial;ACTIVIDAD;2013-ACTUALIDAD;CONGRESO DE LOS DIPUTADOS;PUBLICO;;;DIPUTADO;
Agirretxea Urresti,Joseba Andoni;16/08/2023;Declaración inicial;DONACION;;;;NINGUNO;;;
Agirretxea Urresti,Joseba Andoni;16/08/2023;Declaración inicial;FUNDACIONES;;;;;ACNUR;CUOTA SOCIO;
Agirretxea Urresti,Joseba Andoni;16/08/2023;Declaración inicial;FUNDACIONES;;;;;FUNDACION SABINO ARANA;CUOTA SOCIO;
Agirretxea Urresti,Joseba Andoni;16/08/2023;Declaración inicial;FUNDACIONES;;;;;EAJ-PNV;CUOTA AFILIACION;
Agüera Gago,Cristina;07/08/2023;Declaración inicial;ACTIVIDAD;DESDE 2015;AYUNTAMIENTO DE BADALONA;PÚBLICO;;;CONCEJAL;
Agüera Gago,Cristina;07/08/2023;Declaración inicial;DONACION;;;;REGALOS DE POCA ENTIDAD EN EL ÁMBITO FAMILIAR Y SOCIAL;;;
Agüera Gago,Cristina;07/08/2023;Declaración inicial;FUNDACIONES;;;;;ESADE ALUMNI;CUOTA;
Agüera Gago,Cristina;07/08/2023;Declaración inicial;FUNDACIONES;;;;;PARTIDO POPULAR;CUOTA;
Agüera Gago,Cristina;07/08/2023;Declaración inicial;FUNDACIONES;;;;;ASOCIACIÓN AMICS POPULARS DE BADALONA;CUOTA;
Aguirre Gil de Biedma,Rocío;23/01/2024;Declaración inicial;ACTIVIDAD;2018-2023;Cuenta propia;Inmobiliario;;;Agente de la propiedad;
Aguirre Gil de Biedma,Rocío;23/01/2024;Declaración inicial;DONACION;;;;;;Regalos y obsequios de escasa cuantía en el ámbito familiar y círculo de amistades.;
Aguirre Gil de Biedma,Rocío;23/01/2024;Declaración inicial;FUNDACIONES;;;;;VOX;Cuota de afiliado;
Aguirre Gil de Biedma,Rocío;23/01/2024;Declaración inicial;FUNDACIONES;;;;;;Pequeñas aportaciones a entidades benéficas, de ayuda social, promoción cultural y educativa;
Aizcorbe Torra,Juan José;02/08/2023;Declaración inicial;ACTIVIDAD;Julio 2018-Julio 2023;Cuenta propia;Abogacia;;;Ejercicio libre de la abogacía. Administrador Concursa!;
Aizcorbe Torra,Juan José;02/08/2023;Declaración inicial;ACTIVIDAD;Nov. 2019 a Julio 2023;Cortes Generales;Diputado;;;;
Aizcorbe Torra,Juan José;02/08/2023;Declaración inicial;ACTIVIDAD;Mayo 2019-Enero 2020;Ayuntamiento Pozuelo de Alarcón;Concejal.;;;;
Aizcorbe Torra,Juan José;02/08/2023;Declaración inicial;DONACION;;;;;;Regalos y obsequios de escasa cuantía en el ámbito familiar y circulo de amistades.;
Aizcorbe Torra,Juan José;02/08/2023;Declaración inicial;FUNDACIONES;;;;;VOX;Cuota afiliado.;
Aizpurua Arzallus,Mertxe;14/08/2023;Declaración inicial;ACTIVIDAD;2019-ACTUALIDAD;CONGRESO DIPUTADOS;PUBLICO;;;DIPUTADA;
Aizpurua Arzallus,Mertxe;14/08/2023;Declaración inicial;ACTIVIDAD;2018-2019;EDITORIAL BAIGORRI SL;PERIODISTICO;;;PERIODISTA;
Aizpurua Arzallus,Mertxe;14/08/2023;Declaración inicial;DONACION;;;;;;REGALOS DE ESCASA CUANTIA EN EL AMBITO FAMILIAR Y SOCIAL;
Aizpurua Arzallus,Mertxe;14/08/2023;Declaración inicial;FUNDACIONES;;;;;SINDICATO LAB;CUOTA;
Aizpurua Arzallus,Mertxe;14/08/2023;Declaración inicial;FUNDACIONES;;;;;PARTIDO EHBILDU;CUOTAS Y DONACIONES;
Albares Bueno,José Manuel;14/08/2023;Declaración inicial;ACTIVIDAD;2021-2023;MAEUEC;PÚBLICO GOBIERNO;;;MINISTRO ASUNTOS EXTERIORES, UNIÓN MINISTRO ASUNTOS EXTERIORES, UNIÓN;
Albares Bueno,José Manuel;14/08/2023;Declaración inicial;ACTIVIDAD;2020-2021;MAEUEC;PÚBLICO ADMINISTRACIÓN;;;EMBAJADOR DE ESPAÑA EN FRANCIA Y MÓNACO;
Albares Bueno,José Manuel;14/08/2023;Declaración inicial;ACTIVIDAD;2018-2020;PRESIDENCIA DEL GOBIERNO;PÚBLICO PRESIDENCIA;;;SECRETARIO GENERAL DE ASUNTOS INTERNACIONALES, UNIÓN EUROPEA, G-20 Y SEGURIDAD GLOBAL;
Albares Bueno,José Manuel;14/08/2023;Declaración inicial;DONACION;;;;FAMILIARES Y AMIGOS;;DE POCA ENTIDAD Y EXCLUSIVAMENTE EN EL ÁMBITO FAMILIAR Y SOCIAL;
Albares Bueno,José Manuel;14/08/2023;Declaración inicial;FUNDACIONES;;;;;ASOCIACIÓN DIPLOMÁTICOS ESPAl'JOLES (ADE);CUOTA ANUAL;
Alcaraz Martos,Francisco José;01/08/2023;Declaración inicial;ACTIVIDAD;JULIO 2018 - FEBRERO 2019;POR CUENTA PROPIA;CENTRO CAPILAR;;;PROPIETARIO DE CENTRO CAPILAR;
Alcaraz Martos,Francisco José;01/08/2023;Declaración inicial;ACTIVIDAD;FEBRERO 2019-NOVIEMBRE 2019;CORTES GENERALES;SENADOR;;;;
Alcaraz Martos,Francisco José;01/08/2023;Declaración inicial;ACTIVIDAD;DESDE NOVIEMBRE 2019;CORTES GENERALES;DIPUTADO;;;;
Alcaraz Martos,Francisco José;01/08/2023;Declaración inicial;DONACION;;;;OBSEQUIOS FAMILIARES DE ESCASA ENTIDAD;;;
Alegría Continente,María Pilar;14/08/2023;Declaración inicial;ACTIVIDAD;2015-2019;Gobierno de Aragón;Admón. Pca.;;;Consejera de Innovación, Investigación y Universidad. Gobierno de Aragón.;
Alegría Continente,María Pilar;14/08/2023;Declaración inicial;ACTIVIDAD;2019-2020;Ayuntamiento de Zaragoza;Admón. Pca.;;;Concejala;
Alegría Continente,María Pilar;14/08/2023;Declaración inicial;ACTIVIDAD;2020-2021;Delegación del Gobierno en Aragón;Admón. Pca.;;;Delegada del Gobierno;
Alegría Continente,María Pilar;14/08/2023;Declaración inicial;ACTIVIDAD;2021 -;Ministerio de Educación y Formación Profesional;Admón. Pca.;;;Ministra;
Alegría Continente,María Pilar;14/08/2023;Declaración inicial;ACTIVIDAD;2022-;Partido Socialista Obrero Español (NO REMUNERADO);Partidos Políticos;;;Portavoz;
Alegría Continente,María Pilar;14/08/2023;Declaración inicial;DONACION;;;;NINGUNO;;NINGUNO;
Alegría Continente,María Pilar;14/08/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;Cuota afiliada;
Alegría Continente,María Pilar;14/08/2023;Declaración inicial;FUNDACIONES;;;;;UGT;Cuota afiliada;
Alegría Continente,María Pilar;14/08/2023;Declaración inicial;FUNDACIONES;;;;;Alianza por la Solidaridad;Cuota socia;
Alegría Continente,María Pilar;14/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;NINGUNO
Alfonso Cendón,Javier;10/08/2023;Declaración inicial;ACTIVIDAD;2019-ACTUALIDAD;CORTES GENERALES;PÚBLICO;;;DIPUTADO XIV LEGISLATURA XIII LEGISLATURA;
Alfonso Cendón,Javier;10/08/2023;Declaración inicial;ACTIVIDAD;2019-ACTUALIDAD;UNIVERSIDAD DE LEÓN;PÚBLICO;;;PROFESOR TUTULAR DE UNIVERSIDAD EN SITUACIÓN DE SERVICIOS ESPECIALES PERCIBIENDO TRIENIOS;
Alfonso Cendón,Javier;10/08/2023;Declaración inicial;ACTIVIDAD;2016-2019;UNIVERSIDAD DE LEÓN;PÚBLICO;;;PROFESOR TITULAR DE UNIVERSIDAD;
Alfonso Cendón,Javier;10/08/2023;Declaración inicial;DONACION;;;;NINGUNO.;;;
Alfonso Cendón,Javier;10/08/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;La cuota de afiliado/a establecida en los estatutos del PSOE por ser afiliado/a del PSOE, y la aportación como cargo público establecida en los estatutos y reglamentos del PSOE por tener la condición de cargo público del PSOE.;
Alfonso Cendón,Javier;10/08/2023;Declaración inicial;FUNDACIONES;;;;;UGT;La establecida estatutariamente, o por los órganos de dirección de la organización, fundación o asociación, conforme a la condición de afiliado, como cargo de la organización, o por la condición de socio o fundador.;
Alfonso Cendón,Javier;10/08/2023;Declaración inicial;FUNDACIONES;;;;;AERLE;La establecida estatutariamente, o por los órganos de dirección de la organización, fundación o asociación, conforme a la condición de afiliado, como cargo de la organización, o por la condición de socio o fundador.;
Alfonso Cendón,Javier;10/08/2023;Declaración inicial;FUNDACIONES;;;;;ALAF;La establecida estatutariamente, o por los órganos de dirección de la organización, fundación o asociación, conforme a la condición de afiliado, como cargo de la organización, o por la condición de socio o fundador.;
Alfonso Cendón,Javier;10/08/2023;Declaración inicial;FUNDACIONES;;;;;AECC;La establecida estatutariamente, o por los órganos de dirección de la organización, fundación o asociación, conforme a la condición de afiliado, como cargo de la organización, o por la condición de socio o fundador.;
Alfonso Cendón,Javier;10/08/2023;Declaración inicial;FUNDACIONES;;;;;ALCLES;La establecida estatutariamente, o por los órganos de dirección de la organización, fundación o asociación, conforme a la condición de afiliado, como cargo de la organización, o por la condición de socio o fundador.;
Alfonso Cendón,Javier;10/08/2023;Declaración inicial;FUNDACIONES;;;;;FUNDACIÓN FERMÍN CARNERO;La establecida estatutariamente, o por los órganos de dirección de la organización, fundación, colegio profesional o asociación, conforme a la condición de afiliado o socio.;
Alfonso Cendón,Javier;10/08/2023;Declaración inicial;FUNDACIONES;;;;;CPIICYL;La establecida estatutariamente, o por los órganos de dirección de la organización, fundación, colegio profesional o asociación, conforme a la condición de afiliado o socio;
Alfonso Cendón,Javier;10/08/2023;Declaración inicial;FUNDACIONES;;;;;AEIPRO;La establecida estatutariamente, o por los órganos de dirección de la organización, fundación, colegio profesional o asociación, conforme a la condición de afiliado o socio;
Alfonso Cendón,Javier;10/08/2023;Declaración inicial;FUNDACIONES;;;;;ISCIII;Donación para la investigación en el Instituto de Salud Carlos III.;
Alfonso Cendón,Javier;10/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;Ninguno
Alfonso Silvestre,Alma;10/08/2023;Declaración inicial;ACTIVIDAD;2018-2020;MALAU SEN S.L.;PRIVADO JURÍDICO;;;DIRECTORA DE DESPACHO DE ABOGADOS;
Alfonso Silvestre,Alma;10/08/2023;Declaración inicial;ACTIVIDAD;2020-2023;AUTÓNOMA;PRIVADO INMOBILIARIO;;;SERVICIOS JURÍDICOS Y ESTRATÉGICOS INMOBILIARIOS;
Alfonso Silvestre,Alma;10/08/2023;Declaración inicial;DONACION;;;;FAMILIAR;;50% PLENO DOMINIO VIVIENDA EN VALENCIA;
Alfonso Silvestre,Alma;10/08/2023;Declaración inicial;FUNDACIONES;;;;;PARTIDO POPU LAR;CUOTAS DE AFILIACIÓN;
Alía Aguado,María Pilar;09/08/2023;Declaración inicial;ACTIVIDAD;Desde Abril 2017;Socia de ASACO CONSULTORES Y ASESORES TRIBUTARIOS, SL y DESETEP TOLEDO, SL;Privado;;;Asesora;
Alía Aguado,María Pilar;09/08/2023;Declaración inicial;ACTIVIDAD;Desde 2016;UNIVERSIDAD DE CASTILLA LA MANCHA;Público;;;Profesora Asociada;
Alía Aguado,María Pilar;09/08/2023;Declaración inicial;ACTIVIDAD;2019-2023;SENADO;Público;;;Senadora;
Alía Aguado,María Pilar;09/08/2023;Declaración inicial;DONACION;;;;;;Regalos de escasa cuantía en el ámbito familiar y social;
Alía Aguado,María Pilar;09/08/2023;Declaración inicial;FUNDACIONES;;;;;Partido Popular;Aportación Mensual y Donativos;
Alía Aguado,María Pilar;09/08/2023;Declaración inicial;FUNDACIONES;;;;;Cáritas;Aportaciones;
Alía Aguado,María Pilar;09/08/2023;Declaración inicial;FUNDACIONES;;;;;Cruz Roja;Aportaciones;
Almirón Ruiz,Oriol;16/09/2024;Declaración inicial;ACTIVIDAD;2019-2023;Ayuntamiento de Ódena;Público;;;Concejal en la oposición /gobierno;
Almirón Ruiz,Oriol;16/09/2024;Declaración inicial;ACTIVIDAD;2023-Actualidad;Ayuntamiento de Ódena;Público;;;Concejal en la oposición;
Almirón Ruiz,Oriol;16/09/2024;Declaración inicial;ACTIVIDAD;Junio-Agosto 2024;Aquasos Servicios Integrales SL.;Privado;;;director de actividades de ocio;
Almirón Ruiz,Oriol;16/09/2024;Declaración inicial;DONACION;;;;familia y amigos;;De poco valor en el ámbito social o familiar;
Almirón Ruiz,Oriol;16/09/2024;Declaración inicial;FUNDACIONES;;;;;Partit dels Socialistes de Catalunya;Cuota de afiliado establecida en los estutos del PSC por ser afiliado del PSC;
Almirón Ruiz,Oriol;16/09/2024;Declaración inicial;OBSERVACIONES;;;;;;;Nada que declarar
Almodóvar Sánchez,Emilia;19/12/2023;Declaración inicial;ACTIVIDAD;SEPTIEMBRE 2020-DICIEMBRE2023;JUNTA DE EXTREMADURA;SOCIO SANITARIO;;;TRABAJO SOCIAL EN CENTRO SOCIOSANITARIO;
Almodóvar Sánchez,Emilia;19/12/2023;Declaración inicial;ACTIVIDAD;2006-2007;JUNTA DE EXTREMADURA;SEPA ;;;TRABAJO SOCIAL EQUIPO DE VALORACIÓN;
Almodóvar Sánchez,Emilia;19/12/2023;Declaración inicial;DONACION;;;;NINGUNO;;;
Almodóvar Sánchez,Emilia;19/12/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;CUOTA ANUAL AFILIADO;
Almodóvar Sánchez,Emilia;19/12/2023;Declaración inicial;FUNDACIONES;;;;;UGT;CUOTA ANUAL;
Almodóvar Sánchez,Emilia;19/12/2023;Declaración inicial;OBSERVACIONES;;;;;;;NINGUNO
Alonso Cantorné,Fèlix;14/08/2023;Declaración inicial;ACTIVIDAD;1/09/2019 HASTA 19/06/2023;GOBIERNO DE LAS ISLAS BALEARES;PÚBLICO;;;DIRECTOR GENERAL DE CONSUMO DE LAS ISLAS BALEARES;
Alonso Cantorné,Fèlix;14/08/2023;Declaración inicial;ACTIVIDAD;12/07/2023 HASTA 01/08/2023;SEPE;PÚBLICO;;;DESEMPLEO;
Alonso Cantorné,Fèlix;14/08/2023;Declaración inicial;ACTIVIDAD;DICIEMBRE 2015A ABRIL 2019;CORTES GENERALES;PÚBLICO;;;DIPUTADO;
Alonso Cantorné,Fèlix;14/08/2023;Declaración inicial;ACTIVIDAD;JUNIO 2011 A JUNIO 2019;AYUNTAMIENTO DE ALTAFULLA CONSELL COMARCAL TARRAGONÉS;PÚBLICO;;;ALCALDE VOCAL;
Alonso Cantorné,Fèlix;14/08/2023;Declaración inicial;ACTIVIDAD;JUNIO 2019A AGOSTO 2019;EDECASA;PRIVADO;;;JEFE DE SECCIÓN DEL DIARIO SPORT;
Alonso Cantorné,Fèlix;14/08/2023;Declaración inicial;ACTIVIDAD;JUNIO 2015 A JUNIO 2019;FEDERACIÓN DE MUNICIPIOS DE CATALUÑA;PÚBLICO;;;MIEMBRO DE LA EJECUTIVA;
Alonso Cantorné,Fèlix;14/08/2023;Declaración inicial;DONACION;;;;;;NINGUNO;
Alonso Cantorné,Fèlix;14/08/2023;Declaración inicial;FUNDACIONES;;;;;ALTERNATIVA ALTAFULLA;CUOTA AFILIADO;
Alonso Cantorné,Fèlix;14/08/2023;Declaración inicial;FUNDACIONES;;;;;IZQUIERDA UNIDA;CUOTAS Y APORTACIONES COMO CARGO PÚBLICO;
Alonso Cantorné,Fèlix;14/08/2023;Declaración inicial;FUNDACIONES;;;;;PARTIDO COMUNISTA DE ESPAÑA;CUOTA AFILIADO;
Alonso Cantorné,Fèlix;14/08/2023;Declaración inicial;FUNDACIONES;;;;;SINDICATO DE PERIODISTAS DE CATALUÑA;CUOTA;
Alonso Cantorné,Fèlix;14/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;ADEMÁS SE ABONAN CUOTAS A DIFERENTES ASOCIACIONES VECINALES, CULTURALES Y DEPORTIVAS
Alós López,Ana Isabel;16/08/2023;Declaración inicial;ACTIVIDAD;2019-2023;SENADO;PUBLICO;;;SENADORA MIEMBRO DEL CONSEJO DE DIRECCION DEL GRUPO PARLAMENTARIO POPULAR;
Alós López,Ana Isabel;16/08/2023;Declaración inicial;ACTIVIDAD;JUNIO 2023-14 AGOSTO 2023;CORTES DE ARAGON;PUBLICO;;;PORTAVOZ DEL GRUPO PARLAMENTARIO(SIN NINGUN TIPO DE RETRIBUCION);
Alós López,Ana Isabel;16/08/2023;Declaración inicial;DONACION;;;;;;EXCLUSIVAMENTE EN EL AMBITO PERSONAL Y FAMILIAR;
Alós López,Ana Isabel;16/08/2023;Declaración inicial;FUNDACIONES;;;;;ASOCIACION ESPAÑOLA CONTRA EL CANCER;CUOTA ANUAL;
Alós López,Ana Isabel;16/08/2023;Declaración inicial;FUNDACIONES;;;;;PARTIDO POPULAR;CUOTA AFILIADO Y APORTACION COMO CARGO PUBLICO;
Álvarez de Toledo Peralta-Ramos,Cayetana;16/08/2023;Declaración inicial;ACTIVIDAD;2019-2023;CONGRESO DE LOS DIPUTADOS;TERCER;;;DIPUTADA POR BARCELONA;
Álvarez de Toledo Peralta-Ramos,Cayetana;16/08/2023;Declaración inicial;ACTIVIDAD;2018-2019;UNIDAD EDITORIAL;MEDIOS;;;COLABORADORA;
Álvarez de Toledo Peralta-Ramos,Cayetana;16/08/2023;Declaración inicial;DONACION;;;;;;Regalos de escasa cuantía en el ámbito estrictamente familiar y de amistad.;
Álvarez de Toledo Peralta-Ramos,Cayetana;16/08/2023;Declaración inicial;FUNDACIONES;;;;;PARTIDO POPULAR;CUOTA AFILIADO;
Álvarez de Toledo Peralta-Ramos,Cayetana;16/08/2023;Declaración inicial;FUNDACIONES;;;;;LIBRES E IGUALES;APORTACIÓN ECONÓMICA ESPORÁDICA PARA EL DESARROLLO DE ACTIVIDADES EN DEFENSA DEL ORDEN CONSTITUCIONAL;
Álvarez de Toledo Peralta-Ramos,Cayetana;16/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;CONFERENCIAS, SEMINARIOS Y COLABORACIONES PUNTUALES EN MEDIOS ESCRITOS Y AUDIOVISUALES PRODUCCIÓN LITERARIA (DERECHOS DE AUTOR)
Álvarez Fanjul,Beatriz;07/08/2023;Declaración inicial;ACTIVIDAD;2019-ACTUALIDAD;CONGRESO DE LOS DIPUTADOS;PUBLICO;;;DIPUTADA;
Álvarez Fanjul,Beatriz;07/08/2023;Declaración inicial;ACTIVIDAD;2018-2019;TUBACEX SERVICE SOLUTIONS;PRIVADO;;;DPTO COMPRAS Y VENTAS;
Álvarez Fanjul,Beatriz;07/08/2023;Declaración inicial;DONACION;;;;NINGUNO;;;
